start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
101.180.38.144,101.180.38.161,101.180.0.0,Sydney,New South Wales,AU,-33.74872,151.28088,2099,Australia/Sydney
108.123.163.0,108.123.163.127,108.123.0.0,Anaheim,California,US,33.83529,-117.9145,92805,America/Los_Angeles
106.35.119.128,106.35.119.255,106.35.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
108.170.231.94,108.170.231.95,108.170.0.0,Paris,Île-de-France,FR,48.85341,2.3488,75000,Europe/Paris
105.95.83.65,105.95.83.65,105.95.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
101.116.219.240,101.116.219.255,101.116.0.0,Melbourne,Victoria,AU,-37.90273,145.10005,3166,Australia/Melbourne
101.176.99.116,101.176.99.116,101.176.0.0,Axedale,Victoria,AU,-36.8,144.51667,3551,Australia/Melbourne
108.39.164.72,108.39.164.81,108.39.0.0,Monaca,Pennsylvania,US,40.68729,-80.27145,15061,America/New_York
108.198.192.0,108.198.192.15,108.198.0.0,Biloxi,Mississippi,US,30.511,-88.9681,39532,America/Chicago
105.93.212.200,105.93.212.201,105.93.0.0,Banī Suwayf,Beni Suweif,EG,29.07441,31.09785,,Africa/Cairo
104.44.70.0,104.44.70.255,104.44.0.0,New Delhi,Delhi,IN,28.63576,77.22445,110001,Asia/Kolkata
103.147.127.135,103.147.127.151,103.147.0.0,Hanoi,Hanoi,VN,21.0245,105.84117,10000,Asia/Bangkok
100.168.68.0,100.168.68.127,100.168.0.0,San Diego,California,US,32.7454,-117.1272,92104,America/Los_Angeles
101.137.108.2,101.137.108.3,101.137.0.0,Pingtung,Taiwan,TW,22.67135,120.48814,,Asia/Taipei
108.232.120.128,108.232.120.144,108.232.0.0,Columbus,Ohio,US,39.96118,-82.99879,43215,America/New_York
106.129.149.24,106.129.149.35,106.129.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
101.136.241.240,101.136.241.243,101.136.0.0,Kaohsiung,Takao,TW,22.61626,120.31333,,Asia/Taipei
102.170.54.252,102.170.54.255,102.170.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.38.62.240,1.38.62.240,1.38.0.0,Dindigul,Tamil Nadu,IN,10.36896,77.98036,624002,Asia/Kolkata
101.189.199.70,101.189.199.70,101.189.0.0,Dagun,Queensland,AU,-26.31667,152.68333,4570,Australia/Brisbane
104.44.13.102,104.44.13.103,104.44.0.0,New York City,New York,US,40.71427,-74.00597,10004,America/New_York
104.247.147.11,104.247.147.11,104.247.0.0,Auberry,California,US,36.9938,-119.5268,93651,America/Los_Angeles
103.246.104.128,103.246.104.255,103.246.0.0,Hanoi,Hanoi,VN,21.0245,105.84117,10000,Asia/Bangkok
108.90.85.142,108.90.85.147,108.90.0.0,Cisco,Texas,US,32.38819,-98.97923,76437,America/Chicago
106.182.98.0,106.182.99.255,106.182.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
106.213.190.152,106.213.190.155,106.213.0.0,Surat,Gujarat,IN,21.19594,72.83023,395005,Asia/Kolkata
104.223.117.0,104.223.117.255,104.223.0.0,Minneapolis,Minnesota,US,44.97997,-93.26384,55401,America/Chicago
102.217.89.16,102.217.89.31,102.217.0.0,Swellendam,Western Cape,ZA,-34.0333,20.4333,6742,Africa/Johannesburg
101.180.236.232,101.180.236.239,101.180.0.0,Penguin,Tasmania,AU,-41.12258,146.07318,7316,Australia/Hobart
1.22.41.0,1.22.41.255,1.22.0.0,Varanasi,Uttar Pradesh,IN,25.3076,82.9933,221010,Asia/Kolkata
107.201.191.184,107.201.191.185,107.201.0.0,Indianapolis,Indiana,US,39.7851,-86.1595,46202,America/Indiana/Indianapolis
104.187.206.208,104.187.206.211,104.187.0.0,Winnemucca,Nevada,US,40.97296,-117.73568,89445,America/Los_Angeles
103.219.200.0,103.219.203.255,103.219.0.0,Airoli,Maharashtra,IN,19.15096,72.99625,400708,Asia/Kolkata
108.103.248.128,108.103.248.255,108.103.0.0,Atlanta,Georgia,US,33.7278,-84.4232,30310,America/New_York
102.169.69.142,102.169.69.144,102.169.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
103.18.152.0,103.18.152.255,103.18.0.0,Gāndarbal,Jammu and Kashmir,IN,34.22619,74.77478,191201,Asia/Kolkata
107.5.108.226,107.5.108.229,107.5.0.0,Three Rivers,Michigan,US,41.94394,-85.63249,49093,America/Detroit
103.71.22.5,103.71.22.11,103.71.0.0,Kānker,Chhattisgarh,IN,20.27193,81.49177,494332,Asia/Kolkata
106.226.206.191,106.226.206.191,106.226.0.0,Beijing,Beijing,CN,39.9075,116.39723,,Asia/Shanghai
101.191.47.104,101.191.47.107,101.191.0.0,Wilberforce,New South Wales,AU,-33.56256,150.83784,2756,Australia/Sydney
1.52.110.232,1.52.110.235,1.52.0.0,Vũng Tàu,Bà Rịa-Vũng Tàu,VN,10.34599,107.08426,78254,Asia/Ho_Chi_Minh
104.240.46.122,104.240.46.123,104.240.0.0,Beclabito,New Mexico,US,36.84139,-109.01954,87420,America/Denver
106.226.166.18,106.226.166.21,106.226.0.0,Beijing,Beijing,CN,39.9075,116.39723,,Asia/Shanghai
102.53.94.80,102.53.94.80,102.53.0.0,Tétouan,Tanger-Tetouan-Al Hoceima,MA,35.57845,-5.36837,,Africa/Casablanca
107.184.20.144,107.184.20.255,107.184.0.0,Huntington Beach,California,US,33.721,-118.0033,92647,America/Los_Angeles
1.38.63.0,1.38.63.0,1.38.0.0,Dindigul,Tamil Nadu,IN,10.36896,77.98036,624002,Asia/Kolkata
1.244.31.212,1.244.31.215,1.244.0.0,Gangneung,Gangwon-do,KR,37.75266,128.87239,25458,Asia/Seoul
100.4.117.112,100.4.117.115,100.4.0.0,Suffolk,Virginia,US,36.72836,-76.58496,23434,America/New_York
101.49.25.189,101.49.25.189,101.49.0.0,Richmond,Virginia,US,37.55376,-77.46026,23173,America/New_York
103.41.206.16,103.41.206.17,103.41.0.0,Bandung,West Java,ID,-6.92222,107.60694,,Asia/Jakarta
107.95.10.0,107.95.10.127,107.95.0.0,Los Angeles,California,US,34.05223,-118.24368,90009,America/Los_Angeles
1.245.236.0,1.245.236.255,1.245.0.0,Daejeon,Daejeon,KR,36.3101,127.367,35348,Asia/Seoul
108.77.148.34,108.77.148.63,108.77.0.0,Tulsa,Oklahoma,US,36.0605,-95.9452,74136,America/Chicago
102.0.37.128,102.0.37.191,102.0.0.0,Mombasa,Mombasa,KE,-4.05466,39.66359,,Africa/Nairobi
106.42.55.0,106.42.55.63,106.42.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
103.151.122.128,103.151.122.131,103.151.0.0,Hanoi,Hanoi,VN,21.0245,105.84117,10000,Asia/Bangkok
101.49.42.97,101.49.42.97,101.49.0.0,Alexandria,Virginia,US,38.80484,-77.04692,22314,America/New_York
105.89.218.90,105.89.218.90,105.89.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
106.220.99.2,106.220.99.2,106.220.0.0,Ludhiāna,Punjab,IN,30.91204,75.85379,141120,Asia/Kolkata
106.77.96.226,106.77.96.229,106.77.0.0,Mumbai,Maharashtra,IN,19.07283,72.88261,400070,Asia/Kolkata
102.189.48.0,102.189.50.255,102.189.0.0,Ţanţā,Gharbia,EG,30.78847,31.00192,,Africa/Cairo
103.78.194.0,103.78.194.255,103.78.0.0,Melbourne,Victoria,AU,-37.83385,144.95945,3205,Australia/Melbourne
101.136.28.128,101.136.28.135,101.136.0.0,Kaohsiung,Takao,TW,22.61626,120.31333,,Asia/Taipei
101.185.217.76,101.185.217.163,101.185.0.0,Perth,Western Australia,AU,-31.94325,115.86335,6003,Australia/Perth
106.171.7.72,106.171.7.79,106.171.0.0,Niigata,Niigata,JP,37.9137,139.0584,950-0901,Asia/Tokyo
101.137.169.80,101.137.169.97,101.137.0.0,Taipei,Taiwan,TW,25.04776,121.53185,,Asia/Taipei
107.218.194.96,107.218.194.99,107.218.0.0,Hanna City,Illinois,US,40.6917,-89.79511,61536,America/Chicago
101.137.137.16,101.137.137.20,101.137.0.0,Taichung,Taiwan,TW,24.1469,120.6839,,Asia/Taipei
1.187.47.0,1.187.47.175,1.187.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
106.7.87.127,106.7.87.127,106.7.0.0,Fuzhou,Fujian,CN,26.07711,119.29153,,Asia/Shanghai
108.223.130.106,108.223.130.111,108.223.0.0,Royse City,Texas,US,32.97512,-96.33248,75189,America/Chicago
104.195.195.112,104.195.195.127,104.195.0.0,London,Ontario,CA,42.9546,-81.2735,N6J,America/Toronto
1.66.138.32,1.66.138.47,1.66.0.0,Abashiri,Hokkaido,JP,44.02127,144.26971,093-0031,Asia/Tokyo
101.176.203.252,101.176.203.255,101.176.0.0,West Wodonga,Victoria,AU,-36.12346,146.85193,3690,Australia/Melbourne
107.6.240.0,107.6.241.255,107.6.0.0,Los Angeles,California,US,34.05223,-118.24368,90009,America/Los_Angeles
1.1.140.18,1.1.140.18,1.1.0.0,Phatthalung,Phatthalung,TH,7.61786,100.07792,93000,Asia/Bangkok
107.92.63.128,107.92.63.159,107.92.0.0,Lockhart,Texas,US,29.88494,-97.67,78644,America/Chicago
101.182.118.120,101.182.118.143,101.182.0.0,Melbourne,Victoria,AU,-37.74798,145.07292,3084,Australia/Melbourne
105.66.4.160,105.66.4.167,105.66.0.0,Safi,Marrakesh-Safi,MA,32.29939,-9.23718,,Africa/Casablanca
106.246.172.188,106.246.172.191,106.246.0.0,Asan,Chungcheongnam-do,KR,36.78361,127.00417,31505,Asia/Seoul
100.14.101.32,100.14.101.239,100.14.0.0,Washington,"Washington, D.C.",US,38.9024,-76.9901,20002,America/New_York
104.161.129.107,104.161.129.108,104.161.0.0,Osaka,Ōsaka,JP,34.69374,135.50218,543-0062,Asia/Tokyo
101.136.78.73,101.136.78.73,101.136.0.0,Taichung,Taiwan,TW,24.1469,120.6839,,Asia/Taipei
102.109.70.122,102.109.70.122,102.109.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
102.134.126.201,102.134.126.255,102.134.0.0,Johannesburg,Gauteng,ZA,-26.20227,28.04363,2041,Africa/Johannesburg
104.136.193.128,104.136.193.129,104.136.0.0,Crystal River,Florida,US,28.9584,-82.5993,34428,America/New_York
103.246.84.0,103.246.87.255,103.246.0.0,Olpād,Gujarat,IN,21.1941,72.5018,395001,Asia/Kolkata
105.161.145.177,105.161.145.177,105.161.0.0,Malindi,Kilifi,KE,-3.21799,40.11692,,Africa/Nairobi
103.145.149.128,103.145.149.159,103.145.0.0,Bitung,North Sulawesi,ID,1.44059,125.12824,,Asia/Makassar
104.159.200.224,104.159.200.231,104.159.0.0,Dardenne Prairie,Missouri,US,38.7695,-90.72902,63368,America/Chicago
103.27.226.15,103.27.226.15,103.27.0.0,Melbourne,Victoria,AU,-37.814,144.96332,3000,Australia/Melbourne
105.93.202.91,105.93.202.92,105.93.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
105.109.103.87,105.109.103.90,105.109.0.0,Sétif,Sétif,DZ,36.19112,5.41373,19034,Africa/Algiers
108.225.210.76,108.225.210.103,108.225.0.0,San Francisco,California,US,37.77493,-122.41942,94102,America/Los_Angeles
101.119.84.107,101.119.84.108,101.119.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
1.37.86.158,1.37.86.159,1.37.0.0,Catarman,Eastern Visayas,PH,12.4989,124.6377,6400,Asia/Manila
106.131.16.9,106.131.16.10,106.131.0.0,Osaka,Ōsaka,JP,34.69374,135.50218,543-0062,Asia/Tokyo
104.53.83.0,104.53.83.255,104.53.0.0,Reno,Nevada,US,39.5249,-119.9031,89523,America/Los_Angeles
101.138.169.148,101.138.169.148,101.138.0.0,Tainan,Taiwan,TW,22.99083,120.21333,,Asia/Taipei
108.204.163.16,108.204.163.23,108.204.0.0,Omaha,Texas,US,33.18068,-94.7441,75571,America/Chicago
102.168.226.158,102.168.226.160,102.168.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
104.52.178.0,104.52.178.223,104.52.0.0,Birmingham,Alabama,US,33.3967,-86.8346,35226,America/Chicago
105.96.92.80,105.96.92.87,105.96.0.0,Béchar,Béchar,DZ,31.61667,-2.21667,08004,Africa/Algiers
103.83.154.0,103.83.154.255,103.83.0.0,Damān,Dadra and Nagar Haveli and Daman and Diu,IN,20.41431,72.83236,396210,Asia/Kolkata
104.230.130.50,104.230.130.53,104.230.0.0,Paris,Kentucky,US,38.2098,-84.25299,40361,America/New_York
108.178.67.208,108.178.67.215,108.178.0.0,Plano,Texas,US,33.025,-96.7397,75075,America/Chicago
104.28.207.248,104.28.207.254,104.28.0.0,Jining,Shandong,CN,35.405,116.58139,,Asia/Shanghai
103.154.123.208,103.154.123.255,103.154.0.0,Jakarta,Jakarta,ID,-6.21462,106.84513,,Asia/Jakarta
101.112.173.56,101.112.173.87,101.112.0.0,Sydney,New South Wales,AU,-33.81,150.96309,2145,Australia/Sydney
102.170.181.65,102.170.181.65,102.170.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
103.12.246.128,103.12.246.159,103.12.0.0,Jaipur,Rajasthan,IN,26.91962,75.78781,302001,Asia/Kolkata
106.202.153.64,106.202.153.95,106.202.0.0,Rasrā,Uttar Pradesh,IN,25.81346,84.10629,277401,Asia/Kolkata
108.95.127.198,108.95.127.199,108.95.0.0,Carrollton,Missouri,US,39.35835,-93.49577,64633,America/Chicago
106.76.247.92,106.76.247.102,106.76.0.0,Davangere,Karnataka,IN,14.46693,75.92694,577005,Asia/Kolkata
104.235.152.0,104.235.152.1,104.235.0.0,Saint Johns,Illinois,US,38.03088,-89.24092,62832,America/Chicago
106.204.247.116,106.204.247.116,106.204.0.0,Lucknow,Uttar Pradesh,IN,26.83928,80.92313,226004,Asia/Kolkata
101.190.220.170,101.190.220.171,101.190.0.0,Silverwater,New South Wales,AU,-33.066,151.43135,2265,Australia/Sydney
108.239.102.128,108.239.102.131,108.239.0.0,Camden,Arkansas,US,33.5948,-92.8513,71701,America/Chicago
101.188.139.212,101.188.139.215,101.188.0.0,Beaufort,Victoria,AU,-37.42996,143.38347,3373,Australia/Melbourne
104.57.136.0,104.57.137.175,104.57.0.0,Rome,Georgia,US,34.25704,-85.16467,30161,America/New_York
1.47.144.128,1.47.144.143,1.47.0.0,Phetchaburi,Phetchaburi,TH,13.11189,99.94467,76150,Asia/Bangkok
107.84.153.0,107.84.153.127,107.84.0.0,Los Angeles,California,US,34.05223,-118.24368,90009,America/Los_Angeles
103.125.19.0,103.125.19.255,103.125.0.0,Tangerang,Banten,ID,-6.17806,106.63,,Asia/Jakarta
106.161.145.236,106.161.145.239,106.161.0.0,Shiojiri,Nagano,JP,36.1172,137.9503,399-0745,Asia/Tokyo
106.181.103.48,106.181.103.51,106.181.0.0,Niitsu-honchō,Niigata,JP,37.8081,139.1134,956-0867,Asia/Tokyo
104.195.226.36,104.195.226.39,104.195.0.0,Chatham,Ontario,CA,42.4238,-82.1183,N7M,America/Toronto
104.169.68.44,104.169.68.47,104.169.0.0,Manchester,Ohio,US,38.68813,-83.60936,45144,America/New_York
104.184.63.80,104.184.63.81,104.184.0.0,Rock Island,Illinois,US,41.50948,-90.57875,61201,America/Chicago
101.119.190.64,101.119.190.64,101.119.0.0,Melbourne,Victoria,AU,-37.814,144.96332,3000,Australia/Melbourne
102.168.34.204,102.168.34.205,102.168.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
107.221.124.0,107.221.125.255,107.221.0.0,Milwaukee,Wisconsin,US,42.9751,-87.8947,53207,America/Chicago
108.4.134.0,108.4.134.255,108.4.0.0,Albany,New York,US,42.65258,-73.75623,12201,America/New_York
104.239.13.73,104.239.13.73,104.239.0.0,Rochester,New York,US,43.15478,-77.61556,14604,America/New_York
103.87.51.0,103.87.51.255,103.87.0.0,Delhi,Delhi,IN,28.65195,77.23149,110001,Asia/Kolkata
104.28.120.100,104.28.120.101,104.28.0.0,Chongqing,Chongqing,CN,29.56026,106.55771,,Asia/Shanghai
107.84.152.192,107.84.152.255,107.84.0.0,Lexington,Kentucky,US,37.98869,-84.47772,40517,America/New_York
1.0.234.192,1.0.234.195,1.0.0.0,Na Yung,Udon Thani,TH,17.89747,102.14981,42150,Asia/Bangkok
106.213.205.64,106.213.205.103,106.213.0.0,Vadodara,Gujarat,IN,22.3218,73.1663,390004,Asia/Kolkata
100.0.170.0,100.0.170.255,100.0.0.0,Taunton,Massachusetts,US,41.9001,-71.08977,02780,America/New_York
105.244.60.64,105.244.60.67,105.244.0.0,Kimberley,Northern Cape,ZA,-28.73226,24.76232,8300,Africa/Johannesburg
103.60.0.0,103.60.3.255,103.60.0.0,Hyderābād,Telangana,IN,17.38405,78.45636,500001,Asia/Kolkata
106.246.7.0,106.246.7.255,106.246.0.0,Seoul,Seoul,KR,37.5506,126.9581,04205,Asia/Seoul
105.96.45.64,105.96.45.87,105.96.0.0,Algiers,Algiers,DZ,36.73225,3.08746,16006,Africa/Algiers
106.208.46.144,106.208.46.151,106.208.0.0,Yārāda,Andhra Pradesh,IN,17.7106,83.3126,530002,Asia/Kolkata
108.175.10.78,108.175.10.81,108.175.0.0,Omaha,Nebraska,US,41.25626,-95.94043,68101,America/Chicago
104.192.154.52,104.192.154.53,104.192.0.0,Sherwood Park,Alberta,CA,53.4391,-113.1903,T8C,America/Edmonton
101.178.216.132,101.178.216.147,101.178.0.0,Sydney,New South Wales,AU,-33.7309,151.2929,2097,Australia/Sydney
105.61.174.0,105.61.175.255,105.61.0.0,Sotik Post,Bomet,KE,-0.78129,35.34156,,Africa/Nairobi
107.91.179.0,107.91.179.3,107.91.0.0,Orinda,California,US,37.87715,-122.17969,94563,America/Los_Angeles
108.214.169.112,108.214.169.117,108.214.0.0,Mustang,Oklahoma,US,35.38423,-97.72449,73064,America/Chicago
101.189.82.88,101.189.82.89,101.189.0.0,Perth,Western Australia,AU,-31.94325,115.86335,6003,Australia/Perth
104.129.98.240,104.129.98.255,104.129.0.0,Sainte-Béatrix,Quebec,CA,46.20007,-73.61587,J6E,America/Toronto
1.159.150.64,1.159.150.77,1.159.0.0,Perth,Western Australia,AU,-32.05797,115.83677,6150,Australia/Perth
101.180.202.0,101.180.202.31,101.180.0.0,Launceston,Tasmania,AU,-41.43876,147.13467,7250,Australia/Hobart
103.21.49.0,103.21.50.255,103.21.0.0,Adelaide,South Australia,AU,-34.92866,138.59863,5000,Australia/Adelaide
101.161.8.84,101.161.8.84,101.161.0.0,Eskdale,Victoria,AU,-36.46667,147.23333,3701,Australia/Melbourne
102.66.243.136,102.66.243.137,102.66.0.0,Rustenburg,North-West,ZA,-25.6666,27.25,0305,Africa/Johannesburg
108.225.92.24,108.225.92.27,108.225.0.0,Cleveland,Texas,US,30.3963,-95.194,77328,America/Chicago
101.176.131.148,101.176.131.151,101.176.0.0,Neath,New South Wales,AU,-32.82757,151.4082,2326,Australia/Sydney
105.129.215.0,105.129.217.127,105.129.0.0,Oujda-Angad,Oriental,MA,34.68139,-1.90858,,Africa/Casablanca
102.170.85.158,102.170.85.159,102.170.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
102.152.187.180,102.152.187.181,102.152.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
104.61.241.128,104.61.241.159,104.61.0.0,Linden,Alabama,US,32.30625,-87.79807,36748,America/Chicago
101.53.178.51,101.53.178.51,101.53.0.0,San Francisco,California,US,37.7864,-122.3892,94105,America/Los_Angeles
1.20.227.0,1.20.227.35,1.20.0.0,Trang,Trang,TH,7.55633,99.61141,92140,Asia/Bangkok
102.170.183.255,102.170.183.255,102.170.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
102.106.144.151,102.106.144.151,102.106.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
102.106.23.202,102.106.23.202,102.106.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
107.231.240.0,107.231.244.255,107.231.0.0,Atlanta,Georgia,US,33.749,-84.38798,30302,America/New_York
108.217.146.168,108.217.146.255,108.217.0.0,Little Rock,Arkansas,US,34.7902,-92.5044,72223,America/Chicago
101.191.155.64,101.191.155.79,101.191.0.0,Killara,Victoria,AU,-36.13965,146.95136,3691,Australia/Melbourne
103.81.159.0,103.81.159.159,103.81.0.0,Talwandi Bhai,Punjab,IN,30.85584,74.92979,142050,Asia/Kolkata
103.13.251.0,103.13.251.25,103.13.0.0,Naha,Okinawa,JP,26.2281,127.6881,900-0011,Asia/Tokyo
102.200.97.0,102.200.100.255,102.200.0.0,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
104.212.61.128,104.212.61.255,104.212.0.0,Redmond,Washington,US,47.67399,-122.12151,98052,America/Los_Angeles
102.109.52.110,102.109.52.112,102.109.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
105.209.129.0,105.209.129.255,105.209.0.0,Cape Town,Western Cape,ZA,-34.05,18.4833,7805,Africa/Johannesburg
108.114.245.128,108.114.245.255,108.114.0.0,Springfield,Massachusetts,US,42.0999,-72.5783,01105,America/New_York
101.51.139.100,101.51.139.111,101.51.0.0,Lat Bua Luang,Phra Nakhon Si Ayutthaya,TH,14.1833,100.2833,10210,Asia/Bangkok
106.157.223.0,106.157.223.255,106.157.0.0,Kawasaki,Kanagawa,JP,35.8888,139.5204,356-0001,Asia/Tokyo
101.175.209.71,101.175.209.107,101.175.0.0,Newcastle,New South Wales,AU,-32.9193,151.73565,2292,Australia/Sydney
1.210.59.0,1.210.59.255,1.210.0.0,Daegu,Daegu,KR,35.8591,128.5794,41977,Asia/Seoul
1.52.174.182,1.52.174.183,1.52.0.0,Hà Tĩnh,Hà Tĩnh,VN,18.34282,105.90569,45200,Asia/Bangkok
102.170.208.13,102.170.208.13,102.170.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
106.66.118.77,106.66.118.77,106.66.0.0,Chennai,Tamil Nadu,IN,13.08784,80.27847,600001,Asia/Kolkata
102.141.79.96,102.141.79.103,102.141.0.0,Lydenburg,Mpumalanga,ZA,-25.1,30.45,1123,Africa/Johannesburg
103.56.17.164,103.56.17.185,103.56.0.0,Shenzhen,Guangdong,CN,22.54554,114.0683,,Asia/Shanghai
106.205.83.172,106.205.83.172,106.205.0.0,Jammu,Jammu and Kashmir,IN,32.73528,74.86167,180002,Asia/Kolkata
103.1.204.0,103.1.207.255,103.1.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
106.220.2.122,106.220.2.124,106.220.0.0,Lucknow,Uttar Pradesh,IN,26.83928,80.92313,226004,Asia/Kolkata
103.145.140.21,103.145.140.21,103.145.0.0,Jakarta,Jakarta,ID,-6.21462,106.84513,,Asia/Jakarta
106.71.199.213,106.71.199.215,106.71.0.0,Gold Coast,Queensland,AU,-28.00029,153.43088,4217,Australia/Brisbane
102.107.0.182,102.107.0.194,102.107.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.24.63.86,1.24.63.88,1.24.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
101.137.201.96,101.137.201.104,101.137.0.0,Taichung,Taiwan,TW,24.1469,120.6839,,Asia/Taipei
103.214.113.26,103.214.113.27,103.214.0.0,Pekanbaru,Riau,ID,0.51667,101.44167,,Asia/Jakarta
101.166.61.104,101.166.61.105,101.166.0.0,Campbelltown,New South Wales,AU,-34.04484,150.75101,2567,Australia/Sydney
102.16.12.222,102.16.12.222,102.16.0.0,Mahajanga,Boeny,MG,-15.71667,46.31667,,Indian/Antananarivo
1.33.66.80,1.33.66.87,1.33.0.0,Yanagawamachi-saiwaichō,Fukushima,JP,37.85,140.6,960-0501,Asia/Tokyo
102.168.98.201,102.168.98.204,102.168.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
103.146.69.0,103.146.69.255,103.146.0.0,Dhaka,Dhaka,BD,23.7104,90.40744,1000,Asia/Dhaka
104.205.157.56,104.205.157.255,104.205.0.0,Peace River,Alberta,CA,56.23715,-117.29176,T8S,America/Edmonton
106.70.16.248,106.70.16.248,106.70.0.0,Bundaberg,Queensland,AU,-24.86621,152.3479,4670,Australia/Brisbane
103.228.82.0,103.228.82.255,103.228.0.0,Hong Kong,Central and Western,HK,22.27832,114.17469,,Asia/Hong_Kong
1.74.65.108,1.74.65.111,1.74.0.0,Ōita,Oita,JP,33.23333,131.6,870-0021,Asia/Tokyo
103.169.149.0,103.169.149.255,103.169.0.0,Dumai,Riau,ID,1.66711,101.44316,,Asia/Jakarta
107.3.45.118,107.3.45.118,107.3.0.0,Scranton,Pennsylvania,US,41.408,-75.6484,18510,America/New_York
1.156.192.111,1.156.192.111,1.156.0.0,Scarness,Queensland,AU,-25.28405,152.856,4655,Australia/Brisbane
104.235.45.44,104.235.45.45,104.235.0.0,Freeport,Illinois,US,42.29669,-89.62123,61032,America/Chicago
107.144.74.164,107.144.74.167,107.144.0.0,Lealman,Florida,US,27.817,-82.6264,33703,America/New_York
100.38.102.0,100.38.102.255,100.38.0.0,New City,New York,US,41.1476,-73.98931,10956,America/New_York
106.220.177.152,106.220.177.153,106.220.0.0,Dīglūr,Maharashtra,IN,18.54829,77.57695,431717,Asia/Kolkata
101.178.38.238,101.178.38.239,101.178.0.0,Canberra,Australian Capital Territory,AU,-35.27738,149.13882,2612,Australia/Sydney
104.222.112.124,104.222.112.135,104.222.0.0,Ottawa,Ontario,CA,45.3211,-75.7391,K2G,America/Toronto
108.57.122.80,108.57.122.107,108.57.0.0,Lynchburg,Virginia,US,37.4376,-79.205,24503,America/New_York
107.127.50.0,107.127.50.1,107.127.0.0,Ashland City,Tennessee,US,36.27422,-87.06417,37015,America/Chicago
108.44.116.19,108.44.116.23,108.44.0.0,Wise,Virginia,US,36.97593,-82.57571,24293,America/New_York
103.27.29.192,103.27.29.193,103.27.0.0,Boambee,New South Wales,AU,-30.33981,153.06783,2450,Australia/Sydney
103.114.165.0,103.114.165.255,103.114.0.0,Jakarta,Jakarta,ID,-6.21462,106.84513,,Asia/Jakarta
101.189.48.64,101.189.48.81,101.189.0.0,Esperance,Western Australia,AU,-33.85919,121.89164,6450,Australia/Perth
103.137.224.0,103.137.227.255,103.137.0.0,Delhi,Delhi,IN,28.6453,77.2128,110004,Asia/Kolkata
102.106.100.126,102.106.100.126,102.106.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
107.1.203.168,107.1.203.175,107.1.0.0,Fairburn,Georgia,US,33.56706,-84.58104,30213,America/New_York
106.79.199.40,106.79.199.41,106.79.0.0,Kota,Rajasthan,IN,25.18254,75.83907,322243,Asia/Kolkata
108.95.129.0,108.95.129.255,108.95.0.0,El Paso,Texas,US,31.75872,-106.48693,79901,America/Denver
104.169.92.109,104.169.92.109,104.169.0.0,Tipp City,Ohio,US,39.95839,-84.17216,45371,America/New_York
101.180.73.248,101.180.73.248,101.180.0.0,Gold Coast,Queensland,AU,-28.1464,153.4922,4224,Australia/Brisbane
1.227.245.128,1.227.247.255,1.227.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
104.56.232.16,104.56.232.17,104.56.0.0,Rock Island,Illinois,US,41.50948,-90.57875,61201,America/Chicago
1.109.157.176,1.109.157.191,1.109.0.0,Gwangju,Gwangju,KR,35.15472,126.91556,61240,Asia/Seoul
