start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
103.169.214.201,103.169.214.201,103.169.0.0,Kānnangād,Kerala,IN,12.30814,75.10632,671531,Asia/Kolkata
103.141.146.0,103.141.147.255,103.141.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
101.167.21.14,101.167.21.15,101.167.0.0,Townsville,Queensland,AU,-19.26639,146.80569,4810,Australia/Brisbane
106.200.119.208,106.200.119.239,106.200.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
105.109.25.215,105.109.25.215,105.109.0.0,Constantine,Constantine,DZ,36.365,6.61472,04011,Africa/Algiers
106.147.98.88,106.147.98.111,106.147.0.0,Nagoya,Aichi,JP,35.18147,136.90641,460-0002,Asia/Tokyo
103.144.174.0,103.144.174.63,103.144.0.0,Batam,Riau,ID,1.14937,104.02491,,Asia/Jakarta
102.107.50.102,102.107.50.102,102.107.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
1.183.228.229,1.183.228.229,1.183.0.0,Shanghai,Shanghai,CN,31.22222,121.45806,,Asia/Shanghai
1.32.68.32,1.32.68.63,1.32.0.0,Labis,Johor,MY,2.385,103.021,85300,Asia/Kuala_Lumpur
104.179.0.32,104.179.0.159,104.179.0.0,Brownsville,Texas,US,25.9337,-97.5174,78520,America/Chicago
101.180.70.30,101.180.70.30,101.180.0.0,Yarragundry,New South Wales,AU,-35.1541,147.2856,2661,Australia/Sydney
105.93.237.24,105.93.237.25,105.93.0.0,Al Khuşūş,Qalyubia,EG,30.15293,31.31501,,Africa/Cairo
103.105.103.96,103.105.103.103,103.105.0.0,Hyderābād,Telangana,IN,17.38405,78.45636,500001,Asia/Kolkata
108.67.107.48,108.67.107.48,108.67.0.0,Liberty,Illinois,US,39.87949,-91.10792,62347,America/Chicago
103.18.112.0,103.18.115.255,103.18.0.0,Brisbane,Queensland,AU,-27.46794,153.02809,4000,Australia/Brisbane
101.98.203.16,101.98.203.31,101.98.0.0,Christchurch,Canterbury,NZ,-43.555,172.6614,8145,Pacific/Auckland
106.123.48.34,106.123.48.35,106.123.0.0,Beijing,Beijing,CN,39.9075,116.39723,,Asia/Shanghai
108.57.50.232,108.57.50.232,108.57.0.0,Sunbury,Pennsylvania,US,40.86259,-76.79441,17801,America/New_York
108.235.93.32,108.235.93.53,108.235.0.0,Norman,Oklahoma,US,35.199,-97.4841,73072,America/Chicago
106.181.143.56,106.181.143.71,106.181.0.0,Tokyo,Tokyo,JP,35.7827,139.8061,121-0076,Asia/Tokyo
1.156.27.178,1.156.27.185,1.156.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
101.173.122.0,101.173.127.255,101.173.0.0,Melbourne,Victoria,AU,-37.814,144.96332,3000,Australia/Melbourne
108.214.193.194,108.214.193.203,108.214.0.0,Austin,Texas,US,30.3471,-97.7609,78731,America/Chicago
104.129.127.18,104.129.127.19,104.129.0.0,Mont-Laurier,Quebec,CA,46.55011,-75.4993,J9L,America/Toronto
105.109.108.5,105.109.108.7,105.109.0.0,Constantine,Constantine,DZ,36.365,6.61472,04011,Africa/Algiers
1.209.10.100,1.209.10.101,1.209.0.0,Seongnam-si,Gyeonggi-do,KR,37.43861,127.13778,13246,Asia/Seoul
101.56.94.132,101.56.94.132,101.56.0.0,Lecce,Apulia,IT,40.35481,18.17244,73100,Europe/Rome
104.169.4.176,104.169.4.207,104.169.0.0,Springfield,West Virginia,US,39.45065,-78.69363,26763,America/New_York
104.3.169.0,104.3.169.255,104.3.0.0,St. Louis,Missouri,US,38.6445,-90.2544,63108,America/Chicago
1.101.131.64,1.101.133.79,1.101.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
106.226.206.185,106.226.206.185,106.226.0.0,Beijing,Beijing,CN,39.9075,116.39723,,Asia/Shanghai
106.214.213.229,106.214.213.235,106.214.0.0,Palwal,Haryana,IN,28.14469,77.32546,121102,Asia/Kolkata
1.53.154.208,1.53.154.215,1.53.0.0,Rạch Giá,Kiến Giang,VN,10.01245,105.08091,91150,Asia/Ho_Chi_Minh
106.161.98.92,106.161.98.93,106.161.0.0,Kyoto,Kyoto,JP,35.02107,135.75385,602-0054,Asia/Tokyo
103.223.8.232,103.223.8.255,103.223.0.0,Hoshiārpur,Punjab,IN,31.53723,75.91269,144210,Asia/Kolkata
106.69.243.52,106.69.243.67,106.69.0.0,Perth,Western Australia,AU,-31.80035,115.7952,6026,Australia/Perth
104.2.222.0,104.2.222.53,104.2.0.0,Jacksonville,Florida,US,30.1459,-81.5739,32258,America/New_York
101.56.60.153,101.56.60.170,101.56.0.0,Milan,Lombardy,IT,45.46427,9.18951,20121,Europe/Rome
104.247.145.65,104.247.145.65,104.247.0.0,Visalia,California,US,36.33023,-119.29206,93278,America/Los_Angeles
106.207.52.96,106.207.52.111,106.207.0.0,Gaya,Bihar,IN,24.79686,85.00385,823002,Asia/Kolkata
102.106.209.58,102.106.209.58,102.106.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
101.175.93.115,101.175.93.115,101.175.0.0,Harrington,New South Wales,AU,-31.88306,152.65924,2427,Australia/Sydney
1.120.129.150,1.120.129.151,1.120.0.0,Brisbane,Queensland,AU,-27.46794,153.02809,4000,Australia/Brisbane
108.122.94.0,108.122.94.31,108.122.0.0,Bellevue,Washington,US,47.5614,-122.1552,98006,America/Los_Angeles
103.121.190.214,103.121.190.219,103.121.0.0,Mittakpheap,Preah Sihanouk,KH,10.62268,103.52473,,Asia/Phnom_Penh
103.143.146.0,103.143.147.255,103.143.0.0,Mumbai,Maharashtra,IN,19.07283,72.88261,400070,Asia/Kolkata
103.180.139.28,103.180.139.29,103.180.0.0,Ho Chi Minh City,Ho Chi Minh,VN,10.82302,106.62965,71606,Asia/Ho_Chi_Minh
106.133.111.64,106.133.111.87,106.133.0.0,Osaka,Ōsaka,JP,34.6809,135.4944,550-0011,Asia/Tokyo
102.223.124.52,102.223.124.57,102.223.0.0,Thulamahashi,Limpopo,ZA,-24.72459,31.19939,1365,Africa/Johannesburg
103.21.133.198,103.21.133.198,103.21.0.0,Newcastle,New South Wales,AU,-32.92953,151.7801,2300,Australia/Sydney
1.52.97.118,1.52.97.119,1.52.0.0,Phan Thiết,Bình Thuận,VN,10.92889,108.10208,77150,Asia/Ho_Chi_Minh
106.193.106.96,106.193.106.127,106.193.0.0,Tāsgaon,Maharashtra,IN,17.6738,75.5275,415411,Asia/Kolkata
107.145.72.188,107.145.72.191,107.145.0.0,Fanning Springs,Florida,US,29.59079,-82.92929,32693,America/New_York
101.56.120.229,101.56.120.240,101.56.0.0,Florence,Tuscany,IT,43.77925,11.24626,50100,Europe/Rome
106.79.199.74,106.79.199.74,106.79.0.0,Kota,Rajasthan,IN,25.18254,75.83907,322243,Asia/Kolkata
108.170.235.12,108.170.235.12,108.170.0.0,Mountain View,California,US,37.4056,-122.0775,94043,America/Los_Angeles
103.9.159.154,103.9.159.183,103.9.0.0,Hanoi,Hanoi,VN,21.0245,105.84117,10000,Asia/Bangkok
107.212.32.0,107.212.32.169,107.212.0.0,Crawfordsville,Indiana,US,40.04115,-86.87445,47933,America/Indiana/Indianapolis
1.4.153.170,1.4.153.170,1.4.0.0,Khon Kaen,Khon Kaen,TH,16.44671,102.833,40140,Asia/Bangkok
101.109.121.16,101.109.121.31,101.109.0.0,Bang Lamung,Chon Buri,TH,13.04704,100.92891,20150,Asia/Bangkok
108.198.61.0,108.198.61.255,108.198.0.0,Miami,Florida,US,25.7341,-80.4068,33175,America/New_York
106.66.118.9,106.66.118.9,106.66.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
1.40.55.144,1.40.55.151,1.40.0.0,Coonabarabran,New South Wales,AU,-31.27734,149.27904,2357,Australia/Sydney
104.143.70.56,104.143.70.60,104.143.0.0,Summit Park,Utah,US,40.74578,-111.61159,84098,America/Denver
101.191.225.2,101.191.225.2,101.191.0.0,Kincumber,New South Wales,AU,-33.4313,151.43718,2260,Australia/Sydney
105.244.41.88,105.244.41.89,105.244.0.0,Tongaat Beach,KwaZulu-Natal,ZA,-29.61376,31.15281,4380,Africa/Johannesburg
105.185.8.88,105.185.8.89,105.185.0.0,Johannesburg,Gauteng,ZA,-26.20227,28.04363,2041,Africa/Johannesburg
103.90.229.184,103.90.229.187,103.90.0.0,Ðà Lạt,Lâm Đồng,VN,11.94646,108.44193,66150,Asia/Ho_Chi_Minh
105.244.184.16,105.244.184.39,105.244.0.0,Johannesburg,Gauteng,ZA,-26.20227,28.04363,2041,Africa/Johannesburg
101.187.109.88,101.187.109.151,101.187.0.0,Brisbane,Queensland,AU,-27.56695,153.1371,4156,Australia/Brisbane
102.185.6.119,102.185.6.120,102.185.0.0,Zagazig,Sharqia,EG,30.58768,31.502,,Africa/Cairo
1.41.255.0,1.41.255.255,1.41.0.0,Sydney,New South Wales,AU,-33.95235,151.14905,2216,Australia/Sydney
1.2.136.208,1.2.136.215,1.2.0.0,Seka,Bueng Kan,TH,17.92851,103.95519,43150,Asia/Bangkok
106.131.87.57,106.131.87.61,106.131.0.0,Osaka,Ōsaka,JP,34.69374,135.50218,543-0062,Asia/Tokyo
104.235.0.112,104.235.0.127,104.235.0.0,Delano,Minnesota,US,45.04191,-93.78913,55328,America/Chicago
105.160.112.0,105.160.112.3,105.160.0.0,Mombasa,Mombasa,KE,-4.05466,39.66359,,Africa/Nairobi
108.116.244.56,108.116.244.63,108.116.0.0,North River Shores,Florida,US,27.21755,-80.26977,34994,America/New_York
101.167.14.92,101.167.14.95,101.167.0.0,Cairns,Queensland,AU,-16.92366,145.76613,4870,Australia/Brisbane
104.187.255.0,104.187.255.255,104.187.0.0,Plano,Texas,US,33.0752,-96.7843,75024,America/Chicago
1.24.253.160,1.24.253.169,1.24.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
103.78.142.200,103.78.142.207,103.78.0.0,Mataram,West Nusa Tenggara,ID,-8.58333,116.11667,,Asia/Makassar
103.40.100.0,103.40.101.217,103.40.0.0,Hong Kong,Central and Western,HK,22.27832,114.17469,,Asia/Hong_Kong
103.153.208.32,103.153.208.35,103.153.0.0,Anandnagar,Uttar Pradesh,IN,27.10062,83.27156,273155,Asia/Kolkata
102.106.151.50,102.106.151.52,102.106.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
107.144.76.104,107.144.76.111,107.144.0.0,Largo,Florida,US,27.8802,-82.7534,33773,America/New_York
105.109.28.170,105.109.28.170,105.109.0.0,Constantine,Constantine,DZ,36.365,6.61472,04011,Africa/Algiers
104.158.141.40,104.158.141.59,104.158.0.0,Midland,Ontario,CA,44.7501,-79.88296,L4R,America/Toronto
107.122.109.114,107.122.109.115,107.122.0.0,Tampa,Florida,US,27.94752,-82.45843,33606,America/New_York
106.214.204.214,106.214.204.215,106.214.0.0,Delhi,Delhi,IN,28.6453,77.2128,110004,Asia/Kolkata
104.254.97.164,104.254.97.168,104.254.0.0,Austin,Texas,US,30.26715,-97.74306,78701,America/Chicago
100.10.56.0,100.10.56.255,100.10.0.0,Providence,Rhode Island,US,41.82,-71.4158,02903,America/New_York
106.132.169.146,106.132.169.147,106.132.0.0,Sapporo,Hokkaido,JP,43.0338,141.3817,062-8609,Asia/Tokyo
108.57.51.76,108.57.51.79,108.57.0.0,Sunbury,Pennsylvania,US,40.86259,-76.79441,17801,America/New_York
101.180.25.144,101.180.25.167,101.180.0.0,Sydney,New South Wales,AU,-33.7958,151.2746,2094,Australia/Sydney
101.187.141.16,101.187.141.23,101.187.0.0,Maryborough,Queensland,AU,-25.54073,152.70493,4650,Australia/Brisbane
102.168.151.79,102.168.151.79,102.168.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
1.54.7.144,1.54.7.145,1.54.0.0,Cái Tàu Hạ,Đồng Tháp,VN,10.25973,105.87044,81906,Asia/Ho_Chi_Minh
106.197.80.156,106.197.80.157,106.197.0.0,Salem,Tamil Nadu,IN,11.6755,78.1395,636004,Asia/Kolkata
104.14.96.0,104.14.96.59,104.14.0.0,Jackson,Mississippi,US,32.3739,-90.1293,39211,America/Chicago
1.246.249.0,1.246.249.255,1.246.0.0,Chinch'ŏn,North Chungcheong,KR,36.8996,127.5357,27874,Asia/Seoul
1.158.106.108,1.158.106.111,1.158.0.0,Wangaratta,Victoria,AU,-36.36197,146.31057,3677,Australia/Melbourne
1.195.220.10,1.195.220.11,1.195.0.0,Beijing,Beijing,CN,39.9075,116.39723,,Asia/Shanghai
103.170.254.12,103.170.254.15,103.170.0.0,Huế,Thừa Thiên-Huế,VN,16.4619,107.59546,49198,Asia/Bangkok
1.183.231.42,1.183.231.47,1.183.0.0,Guangzhou,Guangdong,CN,23.11667,113.25,,Asia/Shanghai
107.128.4.156,107.128.4.157,107.128.0.0,San Antonio,Texas,US,29.42412,-98.49363,78205,America/Chicago
107.198.87.90,107.198.87.91,107.198.0.0,Petaluma,California,US,38.23242,-122.63665,94953,America/Los_Angeles
106.205.81.124,106.205.81.124,106.205.0.0,Bengaluru,Karnataka,IN,12.97194,77.59369,560002,Asia/Kolkata
102.168.224.210,102.168.224.210,102.168.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
1.225.11.0,1.225.11.255,1.225.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
108.210.44.0,108.210.44.255,108.210.0.0,Austin,Texas,US,30.4036,-97.7526,78759,America/Chicago
106.70.59.16,106.70.59.19,106.70.0.0,Gold Coast,Queensland,AU,-28.00029,153.43088,4217,Australia/Brisbane
107.12.75.112,107.12.75.115,107.12.0.0,North Charleston,South Carolina,US,32.9336,-80.1026,29420,America/New_York
103.98.86.0,103.98.86.255,103.98.0.0,Brisbane,Queensland,AU,-27.63123,153.0556,4116,Australia/Brisbane
102.107.33.106,102.107.33.106,102.107.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
104.239.26.192,104.239.26.207,104.239.0.0,Santa Monica,California,US,34.01949,-118.49138,90401,America/Los_Angeles
102.169.197.143,102.169.197.144,102.169.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
108.207.228.116,108.207.228.117,108.207.0.0,Pratt,Kansas,US,37.64391,-98.73759,67124,America/Chicago
102.45.138.34,102.45.138.45,102.45.0.0,Al Maḩallah al Kubrá,Gharbia,EG,30.97063,31.1669,,Africa/Cairo
102.109.192.213,102.109.192.213,102.109.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
1.55.206.228,1.55.206.229,1.55.0.0,Nam Định,Nam Định,VN,20.43389,106.17729,07150,Asia/Bangkok
101.180.227.160,101.180.227.183,101.180.0.0,Melbourne,Victoria,AU,-37.814,144.96332,3000,Australia/Melbourne
106.165.160.232,106.165.160.239,106.165.0.0,Kukichūō,Saitama,JP,36.06739,139.67498,346-0003,Asia/Tokyo
101.162.68.140,101.162.68.143,101.162.0.0,Sharon,Queensland,AU,-24.87593,152.26994,4670,Australia/Brisbane
108.234.249.36,108.234.249.255,108.234.0.0,Fresno,California,US,36.7377,-119.7843,93721,America/Los_Angeles
101.26.51.0,101.26.51.255,101.26.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
101.12.18.232,101.12.18.239,101.12.0.0,Taipei,Taiwan,TW,25.04776,121.53185,,Asia/Taipei
101.128.215.208,101.128.215.223,101.128.0.0,Kasai,Hyōgo,JP,34.9008,134.8483,675-2243,Asia/Tokyo
106.207.150.208,106.207.150.209,106.207.0.0,Pāli,Rajasthan,IN,25.77276,73.32335,306401,Asia/Kolkata
101.174.82.152,101.174.82.155,101.174.0.0,Bowral,New South Wales,AU,-34.4775,150.4204,2576,Australia/Sydney
101.167.22.98,101.167.22.98,101.167.0.0,Mount Peter,Queensland,AU,-17.04513,145.73982,4869,Australia/Brisbane
106.202.161.128,106.202.161.143,106.202.0.0,Ahmadnagar,Maharashtra,IN,19.09457,74.73843,413201,Asia/Kolkata
108.66.42.22,108.66.42.25,108.66.0.0,Coal Grove,Ohio,US,38.50341,-82.64711,45638,America/New_York
102.170.40.251,102.170.40.253,102.170.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
108.243.233.152,108.243.233.159,108.243.0.0,Okemah,Oklahoma,US,35.43259,-96.30501,74859,America/Chicago
101.161.78.120,101.161.78.121,101.161.0.0,Lucknow,Victoria,AU,-37.81667,147.65,3875,Australia/Melbourne
102.169.33.251,102.169.34.0,102.169.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
104.249.218.222,104.249.218.223,104.249.0.0,Oak Bay,British Columbia,CA,48.44964,-123.3026,V8R,America/Vancouver
106.196.116.12,106.196.116.15,106.196.0.0,Chandīgarh,Chandigarh,IN,30.7325,76.7341,160030,Asia/Kolkata
101.178.213.0,101.178.213.31,101.178.0.0,Crookwell,New South Wales,AU,-34.45925,149.47137,2583,Australia/Sydney
105.247.112.64,105.247.112.127,105.247.0.0,Kimberley,Northern Cape,ZA,-28.7333,24.7667,8301,Africa/Johannesburg
103.43.17.243,103.43.17.243,103.43.0.0,Hong Kong,Central and Western,HK,22.27832,114.17469,,Asia/Hong_Kong
107.141.43.48,107.141.43.51,107.141.0.0,Bartlesville,Oklahoma,US,36.74731,-95.98082,74005,America/Chicago
101.177.180.38,101.177.180.79,101.177.0.0,Brisbane,Queensland,AU,-27.50873,152.91892,4069,Australia/Brisbane
107.196.151.0,107.196.151.127,107.196.0.0,Washington,"Washington, D.C.",US,38.89511,-77.03637,20004,America/New_York
102.106.180.247,102.106.180.247,102.106.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
107.1.243.88,107.1.243.88,107.1.0.0,Felida,Washington,US,45.70956,-122.70732,98685,America/Los_Angeles
1.157.236.100,1.157.236.101,1.157.0.0,Charles Sturt University,New South Wales,AU,-35.06075,147.35424,2678,Australia/Sydney
104.219.42.16,104.219.42.23,104.219.0.0,Arlington Heights,Illinois,US,42.08836,-87.98063,60006,America/Chicago
101.190.86.200,101.190.86.255,101.190.0.0,Sydney,New South Wales,AU,-33.7833,150.8456,2766,Australia/Sydney
1.196.43.64,1.196.43.143,1.196.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
101.190.235.216,101.190.235.239,101.190.0.0,Sydney,New South Wales,AU,-33.74593,150.81132,2770,Australia/Sydney
108.175.178.38,108.175.178.39,108.175.0.0,Lumberton,North Carolina,US,34.61834,-79.01045,28358,America/New_York
102.106.82.196,102.106.82.196,102.106.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
104.28.208.119,104.28.208.125,104.28.0.0,Toronto,Ontario,CA,43.70011,-79.4163,M5A,America/Toronto
102.109.5.244,102.109.5.244,102.109.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
103.243.60.0,103.243.60.255,103.243.0.0,Delhi,Delhi,IN,28.65195,77.23149,110001,Asia/Kolkata
1.52.240.13,1.52.240.13,1.52.0.0,Qui Nhon,Bình Định,VN,13.77648,109.22367,55117,Asia/Ho_Chi_Minh
103.190.140.0,103.190.141.255,103.190.0.0,Indore,Madhya Pradesh,IN,22.7233,75.87,452001,Asia/Kolkata
106.212.75.120,106.212.75.131,106.212.0.0,Lucknow,Uttar Pradesh,IN,26.9084,80.9505,226031,Asia/Kolkata
101.248.172.96,101.248.173.31,101.248.0.0,Nagqu,Tibet,CN,31.47678,92.05729,,Asia/Shanghai
101.173.159.42,101.173.159.43,101.173.0.0,Axedale,Victoria,AU,-36.8,144.51667,3551,Australia/Melbourne
101.103.0.31,101.103.0.33,101.103.0.0,Adelaide,South Australia,AU,-34.74732,138.58428,5110,Australia/Adelaide
1.15.42.0,1.15.42.255,1.15.0.0,Beijing,Beijing,CN,39.9075,116.39723,,Asia/Shanghai
1.222.98.168,1.222.98.171,1.222.0.0,Cheonan,Chungcheongnam-do,KR,36.8065,127.1522,31126,Asia/Seoul
101.191.232.36,101.191.232.39,101.191.0.0,Glendon,New South Wales,AU,-32.58428,151.2856,2330,Australia/Sydney
102.109.165.69,102.109.165.69,102.109.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
107.174.48.3,107.174.48.3,107.174.0.0,Los Angeles,California,US,34.05223,-118.24368,90009,America/Los_Angeles
106.133.103.85,106.133.103.88,106.133.0.0,Yokohama,Kanagawa,JP,35.43333,139.65,220-8588,Asia/Tokyo
106.131.83.208,106.131.83.213,106.131.0.0,Osaka,Ōsaka,JP,34.69374,135.50218,543-0062,Asia/Tokyo
1.249.33.0,1.249.33.255,1.249.0.0,Gwangju,Gwangju,KR,35.2116,126.8591,61084,Asia/Seoul
102.97.120.0,102.97.122.255,102.97.0.0,Casablanca,Casablanca-Settat,MA,33.58831,-7.61138,,Africa/Casablanca
108.122.195.64,108.122.195.95,108.122.0.0,Mancelona,Michigan,US,44.90223,-85.06088,49659,America/Detroit
108.175.72.52,108.175.72.53,108.175.0.0,Denver,Colorado,US,39.7312,-104.9129,80220,America/Denver
100.36.111.0,100.36.111.255,100.36.0.0,Germantown,Maryland,US,39.1355,-77.2822,20874,America/New_York
1.24.229.49,1.24.229.50,1.24.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
101.191.85.200,101.191.85.207,101.191.0.0,Sydney,New South Wales,AU,-33.9038,151.1398,2203,Australia/Sydney
101.185.229.48,101.185.229.63,101.185.0.0,Rockingham,Western Australia,AU,-32.31335,115.73845,6169,Australia/Perth
1.187.120.24,1.187.120.24,1.187.0.0,Delhi,Delhi,IN,28.65195,77.23149,110001,Asia/Kolkata
102.109.117.145,102.109.117.145,102.109.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
103.112.44.0,103.112.44.255,103.112.0.0,Jakarta,Jakarta,ID,-6.21462,106.84513,,Asia/Jakarta
107.1.214.0,107.1.214.18,107.1.0.0,Atlanta,Georgia,US,33.749,-84.38798,30302,America/New_York
105.246.116.0,105.246.116.15,105.246.0.0,Empangeni,KwaZulu-Natal,ZA,-28.75,31.9,3910,Africa/Johannesburg
107.18.87.0,107.18.87.127,107.18.0.0,Brevard,North Carolina,US,35.2599,-82.6695,28768,America/New_York
106.66.104.35,106.66.104.35,106.66.0.0,Chennai,Tamil Nadu,IN,13.08784,80.27847,600001,Asia/Kolkata
103.17.153.0,103.17.153.127,103.17.0.0,Melbourne,Victoria,AU,-37.86153,144.97807,3182,Australia/Melbourne
1.254.61.64,1.254.61.71,1.254.0.0,Kimhae,Gyeongsangnam-do,KR,35.23417,128.88111,50842,Asia/Seoul
100.239.190.0,100.239.190.127,100.239.0.0,Morris Heights,New York,US,40.8376,-73.9216,10452,America/New_York
101.190.99.0,101.190.99.23,101.190.0.0,Sydney,New South Wales,AU,-33.8883,151.1227,1800,Australia/Sydney
101.189.14.42,101.189.14.47,101.189.0.0,Millendon,Western Australia,AU,-31.80775,116.0367,6056,Australia/Perth
104.235.94.98,104.235.94.103,104.235.0.0,Hinckley,Illinois,US,41.76892,-88.64091,60520,America/Chicago
106.64.121.96,106.64.121.107,106.64.0.0,Taipei,Taiwan,TW,25.04776,121.53185,,Asia/Taipei
1.28.61.46,1.28.61.47,1.28.0.0,Tianjin,Tianjin,CN,39.14222,117.17667,,Asia/Shanghai
105.243.254.16,105.243.254.24,105.243.0.0,Cape Town,Western Cape,ZA,-33.92584,18.42322,7945,Africa/Johannesburg
108.90.122.0,108.90.122.255,108.90.0.0,Los Angeles,California,US,34.0448,-118.2434,90013,America/Los_Angeles
104.235.86.40,104.235.86.53,104.235.0.0,Belvidere,Illinois,US,42.26391,-88.84427,61008,America/Chicago
1.74.200.160,1.74.201.95,1.74.0.0,Tokyo,Tokyo,JP,35.691,139.7679,101-0047,Asia/Tokyo
1.46.17.236,1.46.17.237,1.46.0.0,Rattaphum,Songkhla,TH,7.13478,100.25647,90110,Asia/Bangkok
106.212.28.91,106.212.28.93,106.212.0.0,Jammu,Jammu and Kashmir,IN,32.73528,74.86167,180002,Asia/Kolkata
106.165.10.10,106.165.10.39,106.165.0.0,Tomakomai,Hokkaido,JP,42.63694,141.60333,053-0011,Asia/Tokyo
101.49.13.113,101.49.13.113,101.49.0.0,Richmond,Virginia,US,37.55376,-77.46026,23173,America/New_York
106.220.103.34,106.220.103.35,106.220.0.0,Chandīgarh,Chandigarh,IN,30.73629,76.7884,160001,Asia/Kolkata
102.169.127.133,102.169.127.144,102.169.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
1.28.160.96,1.28.160.111,1.28.0.0,Qingdao,Shandong,CN,36.06488,120.38042,,Asia/Shanghai
1.114.0.0,1.114.11.255,1.114.0.0,Hatsudai,Tokyo,JP,35.65,139.7333,105-0022,Asia/Tokyo
103.12.163.93,103.12.163.94,103.12.0.0,Mittakpheap,Preah Sihanouk,KH,10.62268,103.52473,,Asia/Phnom_Penh
106.66.107.108,106.66.107.114,106.66.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
1.228.147.0,1.228.147.255,1.228.0.0,Cheonan,Chungcheongnam-do,KR,36.8362,127.1363,31100,Asia/Seoul
105.160.56.8,105.160.56.15,105.160.0.0,Maua,Meru,KE,0.2332,37.94086,,Africa/Nairobi
106.184.156.254,106.184.156.254,106.184.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
102.109.2.105,102.109.2.110,102.109.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
102.145.102.128,102.145.165.255,102.145.0.0,Lusaka,Lusaka,ZM,-15.40669,28.28713,,Africa/Lusaka
103.56.158.208,103.56.158.210,103.56.0.0,Hanoi,Hanoi,VN,21.0245,105.84117,10000,Asia/Bangkok
106.208.91.176,106.208.91.179,106.208.0.0,Chennai,Tamil Nadu,IN,13.0974,80.195,600101,Asia/Kolkata
102.170.119.135,102.170.119.135,102.170.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
102.191.169.0,102.191.169.63,102.191.0.0,Aswan,Aswan,EG,24.09082,32.89942,,Africa/Cairo
104.249.211.80,104.249.211.143,104.249.0.0,Sylvan Lake,Alberta,CA,52.311,-114.08375,T4S,America/Edmonton
106.71.48.128,106.71.48.131,106.71.0.0,Hervey Bay,Queensland,AU,-25.28762,152.76936,4655,Australia/Brisbane
106.207.30.96,106.207.30.103,106.207.0.0,Patna,Bihar,IN,25.59408,85.13563,800001,Asia/Kolkata
106.161.124.240,106.161.124.243,106.161.0.0,Kawasaki,Kanagawa,JP,36.1731,139.5373,348-0039,Asia/Tokyo
106.129.145.56,106.129.145.63,106.129.0.0,Kōriyama,Fukushima,JP,37.4341,140.3419,963-0551,Asia/Tokyo
106.184.120.128,106.184.120.255,106.184.0.0,Chikushino-shi,Fukuoka,JP,33.5032,130.5041,818-0054,Asia/Tokyo
103.107.98.45,103.107.98.50,103.107.0.0,Mānsa,Punjab,IN,29.98844,75.40167,151505,Asia/Kolkata
1.193.149.16,1.193.149.81,1.193.0.0,Hangzhou,Zhejiang,CN,30.29365,120.16142,,Asia/Shanghai
104.168.23.144,104.168.23.146,104.168.0.0,North Marysville,Washington,US,48.09927,-122.14875,98270,America/Los_Angeles
1.179.144.4,1.179.144.11,1.179.0.0,Krabi,Krabi,TH,8.07257,98.91052,81130,Asia/Bangkok
101.184.0.180,101.184.0.183,101.184.0.0,Bonny Hills,New South Wales,AU,-31.59061,152.83908,2445,Australia/Sydney
